uid,domain,ann1,ann2,ann3,adjudicator,final_label,gold_role
a0288ba9615df2f8,Finance,negative,negative,negative,negative,negative,gold_test
4abb6066f219b6c4,Finance,negative,neutral,neutral,neutral,neutral,gold_train
8819905026c46a61,Tech,neutral,neutral,neutral,neutral,neutral,
9fa7a46b286c5fa3,Tech,negative,negative,negative,negative,negative,gold_test
07ba7d68746f021c,Tech,neutral,neutral,neutral,neutral,neutral,
abc5137115eb13a1,Tech,negative,negative,negative,negative,negative,
f8d2dfdca5fcbdba,Public,negative,negative,negative,negative,negative,gold_test
33a57b23102fd33b,Public,negative,negative,negative,negative,negative,gold_test
7619e5e6e616a875,Tech,negative,negative,neutral,negative,negative,
5657bbec80a01c56,Social,neutral,neutral,neutral,neutral,neutral,gold_dev
6629697616e9c7e4,Tech,positive,positive,positive,positive,positive,
792f540cdc0310bc,Tech,positive,positive,positive,positive,positive,
ff25e617bd7fc5a8,Tech,neutral,neutral,neutral,neutral,neutral,
25d9ed2728f57894,Tech,negative,negative,negative,negative,negative,
de0b771a6ea3f181,Tech,neutral,neutral,positive,neutral,neutral,
0dd7ecb8d306450e,Tech,neutral,neutral,neutral,neutral,neutral,
1bd63ebb00e0e23e,Tech,neutral,neutral,negative,neutral,neutral,
dcb3ea6dc79473ee,Tech,neutral,neutral,neutral,neutral,neutral,
2c695bc6ed3770a9,Tech,neutral,neutral,neutral,neutral,neutral,
7b4a2ca81224e640,Tech,neutral,neutral,neutral,neutral,neutral,
ce075b2f73bdeb88,Tech,neutral,neutral,neutral,neutral,neutral,
7b460111445d4586,Tech,neutral,neutral,neutral,neutral,neutral,gold_test
f7ea39954f4c8018,Tech,negative,negative,negative,negative,negative,
351a9e87eb9bc5ba,Tech,neutral,neutral,neutral,neutral,neutral,
f74a289c7068c7cc,Tech,neutral,neutral,neutral,neutral,neutral,
935a62e0f88bd7a4,Tech,positive,positive,positive,positive,positive,
1ea8eeaa32376aa9,Tech,negative,negative,negative,negative,negative,
2cd363cfe3d55e7a,Tech,neutral,neutral,neutral,neutral,neutral,gold_test
4d41ec4828c0ad8c,Tech,neutral,neutral,neutral,neutral,neutral,
b0954e02935057d2,Tech,positive,positive,positive,positive,positive,
61abed401bd74bdd,Tech,negative,negative,negative,negative,negative,
fc060b27d67b2015,Tech,neutral,neutral,neutral,neutral,neutral,
6e092a9f19ed0e18,Tech,negative,negative,negative,negative,negative,
1ee1a34541db0501,Tech,negative,negative,positive,negative,negative,
e955ef4259fd9c1b,Tech,negative,negative,negative,negative,negative,
8c772e80c92023db,Tech,neutral,neutral,neutral,neutral,neutral,
b0cad6cdc6e708ba,Tech,neutral,neutral,neutral,neutral,neutral,
f5c588639a2c4057,Retail,neutral,neutral,neutral,neutral,neutral,gold_test
a02c6fe4f6351903,Tech,positive,positive,positive,positive,positive,
0a524ad450d9b019,Tech,neutral,neutral,neutral,neutral,neutral,
b32b64a3b569f02b,Finance,neutral,positive,neutral,neutral,neutral,gold_dev
9c8c54a2ebd07fe6,Finance,neutral,neutral,neutral,neutral,neutral,gold_dev
9ada42e372be86fb,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
92ce4089e684d7dd,Tech,positive,positive,positive,positive,positive,
e47cd3c4b56c488b,Tech,positive,neutral,neutral,neutral,neutral,
6f31d1a36c9af905,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
5ae8fafe7705b69d,Tech,positive,positive,positive,positive,positive,
a1ab3206b1ae7a20,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
57d240c216dee80f,Finance,neutral,negative,neutral,neutral,neutral,gold_test
6ab42c0c8e2e3dd2,Tech,neutral,neutral,neutral,neutral,neutral,
350722a721432c7c,Tech,neutral,neutral,neutral,neutral,neutral,
0093f04a135889fd,Tech,neutral,neutral,neutral,neutral,neutral,
783e9ae0ccf6fdcc,Tech,negative,negative,negative,negative,negative,
01fd05cfc3c5c0b0,Tech,neutral,neutral,neutral,neutral,neutral,
99024e57aee24a84,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
c7eb0a01568f6764,Finance,neutral,positive,positive,neutral,neutral,gold_test
64d3318e45dc7b60,Finance,negative,negative,negative,negative,negative,gold_test
ff46dafb573a5f22,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
cce6893634d082fd,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
c3aef4cb8d02e150,Tech,neutral,neutral,positive,neutral,neutral,
2877d0470457ecfb,Tech,neutral,negative,negative,negative,negative,
abb059b7d86add56,Tech,neutral,neutral,negative,neutral,neutral,
b660ed91cf693022,Social,neutral,neutral,neutral,neutral,neutral,gold_test
013382641f8ca75f,Retail,positive,positive,positive,positive,positive,gold_test
e20e15194fa2f7a4,Tech,neutral,neutral,neutral,neutral,neutral,gold_dev
e82dd4f5478d0a71,Social,positive,positive,positive,positive,positive,gold_test
fe9fb16dff5595aa,Tech,positive,positive,positive,positive,positive,gold_test
66a295a0f68d914e,Social,negative,negative,negative,negative,negative,gold_test
cf4e44e4141a4691,Tech,negative,negative,negative,negative,negative,
a92e1c0ef0305a91,Tech,neutral,neutral,neutral,neutral,neutral,
e6fbac70b23890f9,Finance,neutral,neutral,neutral,neutral,neutral,gold_train
cfdaae628a1ccc50,Tech,neutral,neutral,neutral,neutral,neutral,
5e3bbedd411decc0,Tech,positive,positive,negative,positive,positive,gold_test
7e6abab465ad3948,Tech,neutral,neutral,neutral,neutral,neutral,
40147103ceeb3fbb,Tech,neutral,negative,neutral,neutral,neutral,
bc54c124d26b1cb3,Public,neutral,neutral,positive,neutral,neutral,gold_dev
0d42238909e0acf4,Tech,negative,negative,negative,negative,negative,
60a6046171fa1c33,Finance,negative,negative,negative,negative,negative,gold_test
b61aa5b7843c5814,Retail,positive,positive,positive,positive,positive,gold_test
6cdb7064bd46389b,Retail,neutral,neutral,neutral,neutral,neutral,gold_test
58d6f5eb6950beb9,Tech,negative,negative,negative,negative,negative,
2ad73fe17f61b351,Retail,neutral,neutral,neutral,neutral,neutral,gold_test
9f52771c15e44662,Tech,negative,negative,negative,negative,negative,
be2e5a38818ce427,Tech,positive,negative,negative,negative,negative,gold_test
687b0c0073379686,Finance,negative,negative,negative,negative,negative,gold_test
bb89f2148670ce8d,Public,positive,negative,negative,negative,negative,gold_train
dd68d02a284cacc5,Retail,negative,positive,positive,positive,positive,gold_test
9a9fd40526f58fe7,Tech,neutral,neutral,neutral,neutral,neutral,
4aa72c7132ccd6d4,Tech,neutral,neutral,neutral,neutral,neutral,
110c658a26e76dbf,Tech,neutral,neutral,neutral,neutral,neutral,
20ff023577d84b80,Finance,negative,negative,negative,negative,negative,gold_test
94179ec01dda7409,Tech,positive,positive,positive,positive,positive,
60e6e9286e7211d2,Public,neutral,neutral,neutral,neutral,neutral,gold_dev
16ddccd3caba42f5,Finance,positive,positive,positive,positive,positive,gold_test
db27070200d454e5,Social,positive,positive,positive,positive,positive,gold_test
dd97ea7ed212fc4d,Social,negative,negative,negative,negative,negative,gold_test
e3f16814cff35a19,Finance,negative,negative,negative,negative,negative,gold_test
d7e634783697e2f7,Retail,negative,negative,negative,negative,negative,gold_test
fc68ad0e48153db2,Finance,negative,negative,negative,negative,negative,gold_test
8302f4d81d3e99fc,Public,neutral,neutral,neutral,neutral,neutral,gold_test
e2f5b2aa7831f14c,Finance,neutral,positive,neutral,neutral,neutral,gold_test
aea701ac0f5bab13,Tech,neutral,neutral,negative,negative,negative,
78e0b316d95fbccb,Retail,neutral,neutral,neutral,neutral,neutral,gold_test
5974e52e4debbd8c,Finance,negative,negative,negative,negative,negative,gold_test
11b8d3efdf9d1d3a,Tech,neutral,neutral,neutral,neutral,neutral,
533144f6e99e52c0,Retail,negative,negative,negative,negative,negative,gold_test
6200aca75d43cd8f,Tech,positive,positive,positive,positive,positive,
44effdd06b5fabff,Tech,positive,positive,negative,positive,positive,
6a55bd5213613888,Finance,positive,positive,positive,positive,positive,gold_test
9753f7b2d9dc6fbb,Tech,positive,positive,positive,positive,positive,gold_test
41e30f058b8fe08e,Finance,negative,positive,positive,positive,positive,gold_test
30dc4824d38fd4f9,Tech,neutral,neutral,positive,neutral,neutral,
15a6974d63fe1a2b,Tech,positive,positive,positive,positive,positive,gold_test
2bea6657b0936507,Tech,negative,negative,negative,negative,negative,
2d1ae55642fb49b1,Public,positive,negative,negative,negative,negative,gold_test
89b42d5b27d742f7,Tech,neutral,neutral,negative,negative,negative,
53eb45e551691c58,Tech,negative,negative,negative,negative,negative,
ac691ef34c9344c2,Tech,positive,neutral,positive,positive,positive,
596348059de983a0,Retail,neutral,positive,neutral,neutral,neutral,gold_test
cd570a6b39d972f2,Public,negative,negative,negative,negative,negative,gold_test
09d77739e187baa3,Finance,negative,negative,negative,negative,negative,gold_test
a315272a510d3100,Finance,negative,negative,negative,negative,negative,gold_test
cd323a8c0748ded0,Tech,positive,positive,positive,positive,positive,
f3c4709166ab93c6,Tech,positive,positive,negative,positive,positive,
61bd921e9c6604db,Tech,positive,positive,negative,positive,positive,
a247a57af13779de,Tech,neutral,neutral,neutral,neutral,neutral,
f97d64490f028408,Tech,neutral,neutral,neutral,neutral,neutral,
6f14c58e236bd42a,Tech,negative,positive,positive,positive,positive,
566e4494f552f4ef,Tech,positive,positive,positive,positive,positive,gold_test
8010cc024aca26cf,Tech,negative,neutral,negative,negative,negative,
ffbd65519ca4246e,Retail,negative,negative,negative,negative,negative,gold_test
df1c0f62845262b8,Tech,positive,negative,positive,positive,positive,
f2f93332d3f30e92,Tech,neutral,neutral,neutral,neutral,neutral,
960b54b6b00686e7,Tech,negative,negative,negative,negative,negative,gold_dev
341f8219884379bb,Tech,neutral,neutral,positive,neutral,neutral,
6490d9c949d3ea99,Retail,negative,negative,negative,negative,negative,gold_test
d31ffa29cafb3aae,Tech,neutral,neutral,neutral,neutral,neutral,
b01608f3cac731cf,Tech,positive,positive,positive,positive,positive,
b5be2499585fca94,Tech,positive,positive,negative,negative,negative,
b24f1a98dcd803af,Tech,positive,positive,positive,positive,positive,
2649f45d10c918bf,Tech,negative,negative,negative,negative,negative,
576c2bbc013813a7,Tech,neutral,neutral,neutral,neutral,neutral,gold_dev
ee90dc7fa21967e5,Tech,negative,negative,negative,negative,negative,
82dee0d7c3af5b47,Public,negative,negative,negative,negative,negative,gold_test
556e060ddf0f82af,Tech,neutral,neutral,neutral,neutral,neutral,
2567ba640c866519,Finance,negative,positive,positive,positive,positive,gold_test
16bcba38bbdaab31,Social,positive,positive,positive,positive,positive,gold_test
1b1522f119ce121e,Tech,negative,negative,negative,negative,negative,gold_test
cb640dcc1462111a,Finance,negative,negative,negative,negative,negative,gold_dev
4ebbaabab6ed75da,Public,negative,negative,negative,negative,negative,gold_train
251ccbfdbee9ac5e,Tech,neutral,neutral,neutral,neutral,neutral,
728634306345e4e2,Retail,positive,negative,negative,negative,negative,gold_test
aca25f1278c43659,Tech,neutral,neutral,neutral,neutral,neutral,gold_test
c82fe2ee48aaafca,Retail,positive,positive,positive,positive,positive,gold_test
beedac0c59493a64,Tech,negative,negative,negative,negative,negative,
b9a37325ef4e00e1,Tech,negative,negative,negative,negative,negative,
7c30a41727193a00,Tech,negative,neutral,neutral,neutral,neutral,
5d62eea15adc048c,Tech,positive,positive,positive,positive,positive,
8003e9d0cfd2e2a9,Finance,neutral,neutral,neutral,neutral,neutral,gold_train
0dd237e6fd90c68b,Tech,negative,negative,negative,negative,negative,
b0952e403ce4c289,Tech,positive,positive,positive,positive,positive,
94fcf13c3f0693de,Tech,neutral,neutral,neutral,neutral,neutral,
deb47c5ef91c85e2,Tech,negative,negative,negative,negative,negative,
a37f62ced00ae30d,Finance,positive,positive,positive,positive,positive,gold_test
c05550bfe9895973,Tech,positive,negative,positive,positive,positive,
f0c88321e9b432ec,Public,negative,negative,negative,negative,negative,gold_dev
fff835e0740d9d3b,Public,negative,negative,negative,negative,negative,gold_dev
1463da7f04980f8e,Public,positive,neutral,neutral,neutral,neutral,gold_dev
dd750cc56019471f,Tech,negative,neutral,neutral,neutral,neutral,
a238b1b52ec34725,Tech,neutral,neutral,neutral,neutral,neutral,gold_test
9007852618b57053,Tech,neutral,neutral,neutral,neutral,neutral,
259cb2e9175af655,Tech,neutral,neutral,neutral,neutral,neutral,gold_test
a37fa1b87a199698,Tech,neutral,neutral,negative,neutral,neutral,
84def5c84fae433c,Tech,positive,positive,positive,positive,positive,
3d79f9ff6e49b326,Tech,neutral,neutral,neutral,neutral,neutral,
732af81abc6e3022,Tech,neutral,neutral,neutral,neutral,neutral,
446609de250dc11d,Tech,neutral,neutral,neutral,neutral,neutral,
26c8c19d40adcda2,Tech,neutral,neutral,neutral,neutral,neutral,
8876a25df04516b7,Tech,neutral,neutral,neutral,neutral,neutral,
b0ffa50e350d4ba4,Tech,neutral,neutral,neutral,neutral,neutral,
1de674687ab495af,Tech,negative,positive,negative,negative,negative,
023a7749cbf140be,Tech,negative,negative,negative,negative,negative,gold_train
c11aa7a48b5f2024,Tech,negative,negative,negative,negative,negative,
80357ae5ba852596,Retail,positive,positive,positive,positive,positive,gold_dev
2b966fd052188086,Tech,negative,positive,negative,negative,negative,
ece22335323e8c3c,Retail,negative,negative,negative,negative,negative,gold_dev
5bfda5f92eae0f91,Tech,negative,negative,positive,negative,negative,gold_train
5c1f3b5b71238a09,Social,negative,positive,positive,positive,positive,gold_dev
70bc591157e8e4a3,Tech,positive,positive,negative,positive,positive,
725274751c600fae,Tech,positive,negative,negative,negative,negative,
500ceffc1c5d73eb,Retail,neutral,neutral,neutral,neutral,neutral,gold_test
dd1c63784241f684,Retail,neutral,neutral,neutral,neutral,neutral,gold_test
698204e5c4bce932,Tech,neutral,neutral,neutral,neutral,neutral,
fd4b8fc158a4370b,Tech,positive,positive,positive,positive,positive,
bd3f5092ef60128b,Retail,neutral,neutral,neutral,neutral,neutral,gold_test
64180b5dc4287f6f,Social,positive,positive,negative,positive,positive,gold_test
0ac64f715a089be1,Retail,negative,negative,negative,negative,negative,gold_test
6c5c4ba90bbb17cd,Tech,negative,negative,negative,negative,negative,
03cbba6401baba76,Tech,neutral,neutral,neutral,neutral,neutral,
36d8ee4e5f924f47,Retail,neutral,neutral,neutral,neutral,neutral,gold_test
665ecb4700fc6934,Social,neutral,neutral,neutral,neutral,neutral,gold_test
90f55fcfde82ff66,Tech,positive,positive,positive,positive,positive,gold_test
36a0000953e72f5e,Finance,positive,positive,positive,positive,positive,gold_test
0b15c36630f01f60,Tech,positive,positive,positive,positive,positive,gold_test
6afc87da2e9437e9,Tech,positive,positive,positive,positive,positive,
a3b02bf3ec371011,Tech,neutral,neutral,neutral,neutral,neutral,
ae0a25c2b8558c13,Retail,neutral,neutral,neutral,neutral,neutral,gold_test
fa0a6b4347f4fa6c,Tech,negative,negative,negative,negative,negative,
6485d101644e6796,Retail,neutral,neutral,neutral,neutral,neutral,gold_test
4988a5bb5176debc,Public,positive,positive,positive,positive,positive,gold_test
8d56cdd1b764a3fa,Tech,neutral,neutral,neutral,neutral,neutral,
ef58d1cfc60a5366,Tech,negative,neutral,neutral,neutral,neutral,
26d44664427e4d4e,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
99ee6bf922a78845,Tech,negative,negative,negative,negative,negative,gold_test
b2ff2d154b22f23a,Tech,positive,neutral,neutral,neutral,neutral,
c06e80c803f8435c,Tech,positive,positive,neutral,positive,positive,gold_test
ac59bbe7bc64b0cf,Retail,negative,negative,negative,negative,negative,gold_dev
5b34d13927b821fd,Tech,negative,negative,negative,negative,negative,
75613245b80e50ff,Social,positive,positive,positive,positive,positive,gold_test
71e03ee5a0fc59dd,Tech,positive,positive,positive,positive,positive,
63cbcee274ea231a,Tech,positive,positive,positive,positive,positive,gold_test
5117a023138309b6,Tech,neutral,neutral,neutral,neutral,neutral,
ff21e66bcc43a36a,Social,positive,positive,positive,positive,positive,gold_test
fb2159e440bee00b,Finance,negative,positive,negative,negative,negative,gold_test
6c56efffe7a42e77,Retail,neutral,neutral,neutral,neutral,neutral,gold_test
14ddd371de541153,Finance,neutral,neutral,neutral,neutral,neutral,gold_test
1337a5528784ee9b,Retail,negative,negative,neutral,negative,negative,gold_test
78d15f34bec53236,Tech,negative,positive,negative,negative,negative,
3de337c476d53d40,Tech,negative,negative,negative,negative,negative,
c8e903008bf59498,Retail,positive,positive,positive,positive,positive,gold_test
bd4eb584c8e015e9,Tech,positive,positive,positive,positive,positive,
2f4ccaf375492a18,Public,neutral,positive,neutral,neutral,neutral,gold_train
6bf86a21d90a8340,Tech,negative,negative,negative,negative,negative,
84cb392f92631020,Tech,neutral,neutral,neutral,neutral,neutral,
f68d78d9c5f27648,Retail,positive,neutral,positive,positive,positive,gold_test
1681cb1826b29f19,Tech,positive,positive,positive,positive,positive,
34f29db56109dc70,Public,positive,positive,positive,positive,positive,gold_dev
f0d8603849ea0d39,Tech,positive,positive,positive,positive,positive,
95abee738756bf06,Tech,neutral,neutral,neutral,neutral,neutral,
81b8c098ffbe4f6c,Tech,positive,positive,positive,positive,positive,
94091c6037f5d533,Social,positive,positive,positive,positive,positive,gold_test
cfb8cd61275946e0,Retail,neutral,neutral,neutral,neutral,neutral,gold_dev
8e256b54614a766b,Public,positive,positive,positive,positive,positive,gold_train
d29b9e1fe345bc85,Tech,positive,positive,positive,positive,positive,gold_test
080f13156d1a1134,Tech,neutral,neutral,negative,neutral,neutral,
38c2ce0926dd0301,Tech,positive,positive,positive,positive,positive,gold_test
ceb885a7781a0c32,Public,positive,positive,positive,positive,positive,gold_dev
8cb7bcc6df3a7f61,Tech,neutral,neutral,neutral,neutral,neutral,
93ff2c88cba024a1,Tech,neutral,neutral,neutral,neutral,neutral,
df2769803f741cb6,Tech,neutral,neutral,neutral,neutral,neutral,
00b4ced93dcc96d5,Social,positive,positive,negative,positive,positive,gold_test
262d06dedde0e7eb,Tech,positive,positive,negative,positive,positive,
